benchmark;flow;op_num;op_type;size_mig;depth_mig;runtime;size;depth
arbiter;map_resub_l3;5;mig_mapper;6866;60;0.66093165;11839;87
arbiter;map_resub_l3;6;mig_resub;6866;60;0.14489482;11839;87
arbiter;map_resub_l3;7;end;6866;60;0.0;11839;87
sqrt;map_resub_l3;0;root;24618;5058;0;24618;5058
sqrt;map_resub_l3;1;mig_mapper;20724;5074;1.8912317;24618;5058
sqrt;map_resub_l3;2;mig_resub;18570;7568;0.3855594;24618;5058
sqrt;map_resub_l3;3;mig_mapper;13105;2349;1.1177231;24618;5058
sqrt;map_resub_l3;4;mig_resub;12863;2375;0.11132067;24618;5058
sqrt;map_resub_l3;5;mig_mapper;12736;2371;0.32611507;24618;5058
sqrt;map_resub_l3;6;mig_resub;12691;2371;0.09954765;24618;5058
sqrt;map_resub_l3;7;end;12691;2371;0.0;24618;5058
sin;map_resub_l3;0;root;5416;225;0;5416;225
sin;map_resub_l3;1;mig_mapper;4248;127;0.5242246;5416;225
sin;map_resub_l3;2;mig_resub;4186;129;1.4289733;5416;225
sin;map_resub_l3;3;mig_mapper;4146;131;0.2020605;5416;225
sin;map_resub_l3;4;mig_resub;4136;131;1.2552972;5416;225
sin;map_resub_l3;5;mig_mapper;4139;128;0.18457888;5416;225
sin;map_resub_l3;6;mig_resub;4136;128;1.3339424;5416;225
sin;map_resub_l3;7;end;4136;128;0.0;5416;225
multiplier;map_resub_l3;0;root;27062;274;0;27062;274
multiplier;map_resub_l3;1;mig_mapper;19354;143;2.5953119;27062;274
multiplier;map_resub_l3;2;mig_resub;19166;150;0.42442855;27062;274
multiplier;map_resub_l3;3;mig_mapper;19105;149;0.7248961;27062;274
multiplier;map_resub_l3;4;mig_resub;19084;149;0.4171918;27062;274
multiplier;map_resub_l3;5;mig_mapper;19087;149;0.65896845;27062;274
multiplier;map_resub_l3;6;mig_resub;19087;149;0.40777588;27062;274
multiplier;map_resub_l3;7;end;19087;149;0.0;27062;274
log2;map_resub_l3;0;root;32060;444;0;32060;444
log2;map_resub_l3;1;mig_mapper;24295;206;3.4819648;32060;444
log2;map_resub_l3;2;mig_resub;24125;210;0.42353782;32060;444
log2;map_resub_l3;3;mig_mapper;24168;209;1.1615775;32060;444
log2;map_resub_l3;4;mig_resub;24115;209;0.38611227;32060;444
log2;map_resub_l3;5;mig_mapper;24132;206;1.1286738;32060;444
log2;map_resub_l3;6;mig_resub;24114;206;0.38207752;32060;444
log2;map_resub_l3;7;end;24114;206;0.0;32060;444
cavlc;map_resub_l3;0;root;693;16;0;693;16
cavlc;map_resub_l3;1;mig_mapper;649;14;0.04118147;693;16
cavlc;map_resub_l3;2;mig_resub;557;14;2.9596937;693;16
cavlc;map_resub_l3;3;mig_mapper;550;13;0.018797258;693;16
cavlc;map_resub_l3;4;mig_resub;540;13;3.9581969;693;16
cavlc;map_resub_l3;5;mig_mapper;540;13;0.01750967;693;16
cavlc;map_resub_l3;6;mig_resub;535;13;3.7169826;693;16
cavlc;map_resub_l3;7;end;535;13;0.0;693;16
div;map_resub_l3;0;root;57247;4372;0;57247;4372
div;map_resub_l3;1;mig_mapper;53113;2425;3.851185;57247;4372
div;map_resub_l3;2;mig_resub;43766;3251;1.5127228;57247;4372
div;map_resub_l3;3;mig_mapper;40390;3108;2.0300286;57247;4372
div;map_resub_l3;4;mig_resub;40158;3090;0.52976525;57247;4372
div;map_resub_l3;5;mig_mapper;40027;2518;1.4124357;57247;4372
div;map_resub_l3;6;mig_resub;39464;2753;0.51856744;57247;4372
div;map_resub_l3;7;end;39464;2753;0.0;57247;4372
mem_ctrl;map_resub_l3;0;root;46836;114;0;46836;114
mem_ctrl;map_resub_l3;1;mig_mapper;42071;98;3.3564465;46836;114
mem_ctrl;map_resub_l3;2;mig_resub;40066;101;2.214167;46836;114
mem_ctrl;map_resub_l3;3;mig_mapper;39852;99;1.9000407;46836;114
mem_ctrl;map_resub_l3;4;mig_resub;39311;99;1.1983569;46836;114
mem_ctrl;map_resub_l3;5;mig_mapper;39173;96;1.801678;46836;114
mem_ctrl;map_resub_l3;6;mig_resub;38940;96;0.9889691;46836;114
mem_ctrl;map_resub_l3;7;end;38940;96;0.0;46836;114
hyp;map_resub_l3;0;root;214335;24801;0;214335;24801
hyp;map_resub_l3;1;mig_mapper;138143;8956;19.82657;214335;24801
hyp;map_resub_l3;2;mig_resub;126606;8956;1.6064961;214335;24801
hyp;map_resub_l3;3;mig_mapper;126621;8933;3.1442988;214335;24801
hyp;map_resub_l3;4;mig_resub;123789;8933;1.0629263;214335;24801
hyp;map_resub_l3;5;mig_mapper;123930;8911;3.050013;214335;24801
hyp;map_resub_l3;6;mig_resub;123756;8911;1.0159756;214335;24801
hyp;map_resub_l3;7;end;123756;8911;0.0;214335;24801
